zip_code,borough,date,rent_price,neighborhood
11368,Queens County,2023-03-31,NA,West Queens
11368,Queens County,2023-04-30,NA,West Queens
11368,Queens County,2023-05-31,NA,West Queens
11368,Queens County,2023-06-30,NA,West Queens
11368,Queens County,2023-07-31,NA,West Queens
11368,Queens County,2023-08-31,NA,West Queens
11368,Queens County,2023-09-30,NA,West Queens
11368,Queens County,2023-10-31,NA,West Queens
11368,Queens County,2023-11-30,NA,West Queens
11368,Queens County,2023-12-31,NA,West Queens
11368,Queens County,2024-01-31,NA,West Queens
11368,Queens County,2024-02-29,NA,West Queens
11368,Queens County,2024-03-31,NA,West Queens
11368,Queens County,2024-04-30,NA,West Queens
11368,Queens County,2024-05-31,NA,West Queens
11368,Queens County,2024-06-30,NA,West Queens
11368,Queens County,2024-07-31,2322.4178486365417,West Queens
11368,Queens County,2024-08-31,2282.5,West Queens
11385,Queens County,2015-01-31,NA,West Central Queens
11385,Queens County,2015-02-28,NA,West Central Queens
11385,Queens County,2015-03-31,NA,West Central Queens
11385,Queens County,2015-04-30,NA,West Central Queens
11385,Queens County,2015-05-31,NA,West Central Queens
11385,Queens County,2015-06-30,NA,West Central Queens
11385,Queens County,2015-07-31,NA,West Central Queens
11385,Queens County,2015-08-31,NA,West Central Queens
11385,Queens County,2015-09-30,NA,West Central Queens
11385,Queens County,2015-10-31,NA,West Central Queens
11385,Queens County,2015-11-30,NA,West Central Queens
11385,Queens County,2015-12-31,NA,West Central Queens
11385,Queens County,2016-01-31,NA,West Central Queens
11385,Queens County,2016-02-29,NA,West Central Queens
11385,Queens County,2016-03-31,NA,West Central Queens
11385,Queens County,2016-04-30,NA,West Central Queens
11385,Queens County,2016-05-31,2266.1396743958785,West Central Queens
11385,Queens County,2016-06-30,2292.023163156316,West Central Queens
11385,Queens County,2016-07-31,2320.7883032454424,West Central Queens
11385,Queens County,2016-08-31,2343.339186703239,West Central Queens
11385,Queens County,2016-09-30,2337.120271049285,West Central Queens
11385,Queens County,2016-10-31,2345.3390545418215,West Central Queens
11385,Queens County,2016-11-30,2320.0828085494386,West Central Queens
11385,Queens County,2016-12-31,2326.450401400922,West Central Queens
11385,Queens County,2017-01-31,2310.8553465129917,West Central Queens
11385,Queens County,2017-02-28,2313.1010572998453,West Central Queens
11385,Queens County,2017-03-31,2316.134319002365,West Central Queens
11385,Queens County,2017-04-30,2309.757161927625,West Central Queens
11385,Queens County,2017-05-31,2336.220033279095,West Central Queens
11385,Queens County,2017-06-30,2327.4773841210704,West Central Queens
11385,Queens County,2017-07-31,2349.5026755452295,West Central Queens
11385,Queens County,2017-08-31,2354.110489893301,West Central Queens
11385,Queens County,2017-09-30,2393.0228095932744,West Central Queens
11385,Queens County,2017-10-31,2363.952311339225,West Central Queens
11385,Queens County,2017-11-30,2360.900968779147,West Central Queens
11385,Queens County,2017-12-31,2336.2689504857008,West Central Queens
11385,Queens County,2018-01-31,2331.2199950182144,West Central Queens
11385,Queens County,2018-02-28,2314.6535085393343,West Central Queens
11385,Queens County,2018-03-31,2317.820868704442,West Central Queens
11385,Queens County,2018-04-30,2337.117718689901,West Central Queens
11385,Queens County,2018-05-31,2352.811289484174,West Central Queens
11385,Queens County,2018-06-30,2362.329931957411,West Central Queens
11385,Queens County,2018-07-31,2367.659890403179,West Central Queens
11385,Queens County,2018-08-31,2376.6134556913366,West Central Queens
11385,Queens County,2018-09-30,2380.886140382098,West Central Queens
11385,Queens County,2018-10-31,2402.2767267099293,West Central Queens
11385,Queens County,2018-11-30,2393.9168557722287,West Central Queens
11385,Queens County,2018-12-31,2397.1492341793896,West Central Queens
11385,Queens County,2019-01-31,2374.7950966448043,West Central Queens
11385,Queens County,2019-02-28,2397.457401227606,West Central Queens
11385,Queens County,2019-03-31,2381.838377043814,West Central Queens
11385,Queens County,2019-04-30,2398.8524630313286,West Central Queens
11385,Queens County,2019-05-31,2381.1227866711306,West Central Queens
11385,Queens County,2019-06-30,2440.7227255147654,West Central Queens
11385,Queens County,2019-07-31,2471.0343437532892,West Central Queens
11385,Queens County,2019-08-31,2495.0047032898997,West Central Queens
11385,Queens County,2019-09-30,2476.0946612009852,West Central Queens
11385,Queens County,2019-10-31,2464.9242044059315,West Central Queens
11385,Queens County,2019-11-30,2488.4497359939287,West Central Queens
11385,Queens County,2019-12-31,2498.627604898881,West Central Queens
11385,Queens County,2020-01-31,2509.8586876082372,West Central Queens
11385,Queens County,2020-02-29,2515.6455035198023,West Central Queens
11385,Queens County,2020-03-31,2501.732304691697,West Central Queens
11385,Queens County,2020-04-30,2475.083314032591,West Central Queens
11385,Queens County,2020-05-31,2475.563210007291,West Central Queens
11385,Queens County,2020-06-30,2469.3649735560057,West Central Queens
11385,Queens County,2020-07-31,2475.825827283313,West Central Queens
11385,Queens County,2020-08-31,2427.842572629216,West Central Queens
11385,Queens County,2020-09-30,2401.525763612218,West Central Queens
11385,Queens County,2020-10-31,2368.5326756160957,West Central Queens
11385,Queens County,2020-11-30,2337.2242563544846,West Central Queens
11385,Queens County,2020-12-31,2305.8780024428843,West Central Queens
11385,Queens County,2021-01-31,2292.884144234423,West Central Queens
11385,Queens County,2021-02-28,2277.711966747612,West Central Queens
11385,Queens County,2021-03-31,2282.3391506667635,West Central Queens
11385,Queens County,2021-04-30,2278.928668887577,West Central Queens
11385,Queens County,2021-05-31,2322.0212935624218,West Central Queens
11385,Queens County,2021-06-30,2368.376994579785,West Central Queens
11385,Queens County,2021-07-31,2420.5855077941233,West Central Queens
11385,Queens County,2021-08-31,2449.847833245626,West Central Queens
11385,Queens County,2021-09-30,2482.2300916018226,West Central Queens
11385,Queens County,2021-10-31,2518.7137122425574,West Central Queens
11385,Queens County,2021-11-30,2556.7836299442865,West Central Queens
11385,Queens County,2021-12-31,2580.724284165379,West Central Queens
11385,Queens County,2022-01-31,2592.7267267497796,West Central Queens
11385,Queens County,2022-02-28,2591.4730964092887,West Central Queens
11385,Queens County,2022-03-31,2607.0096504687476,West Central Queens
11385,Queens County,2022-04-30,2657.466401781795,West Central Queens
11385,Queens County,2022-05-31,2727.356595905275,West Central Queens
11385,Queens County,2022-06-30,2830.7885437021014,West Central Queens
11385,Queens County,2022-07-31,2893.4271152447623,West Central Queens
11385,Queens County,2022-08-31,2951.085556919471,West Central Queens
11385,Queens County,2022-09-30,2957.7754076786473,West Central Queens
11385,Queens County,2022-10-31,2966.493533548982,West Central Queens
11385,Queens County,2022-11-30,2937.6946874720443,West Central Queens
11385,Queens County,2022-12-31,2898.7315824765456,West Central Queens
11385,Queens County,2023-01-31,2851.204928952578,West Central Queens
11385,Queens County,2023-02-28,2847.6635387661777,West Central Queens
11385,Queens County,2023-03-31,2865.4288478704043,West Central Queens
11385,Queens County,2023-04-30,2908.5890691642467,West Central Queens
11385,Queens County,2023-05-31,2950.6973702768296,West Central Queens
11385,Queens County,2023-06-30,2986.1738444405196,West Central Queens
11385,Queens County,2023-07-31,3004.2587117753133,West Central Queens
11385,Queens County,2023-08-31,3021.107097517623,West Central Queens
11385,Queens County,2023-09-30,3039.2245075425567,West Central Queens
11385,Queens County,2023-10-31,3042.725983276595,West Central Queens
11385,Queens County,2023-11-30,3022.2941303854136,West Central Queens
11385,Queens County,2023-12-31,2985.5092621122312,West Central Queens
11385,Queens County,2024-01-31,2976.5975693179635,West Central Queens
11385,Queens County,2024-02-29,2971.279538714372,West Central Queens
11385,Queens County,2024-03-31,3022.816299762675,West Central Queens
11385,Queens County,2024-04-30,3032.850911559124,West Central Queens
11385,Queens County,2024-05-31,3102.0321546012315,West Central Queens
11385,Queens County,2024-06-30,3132.087856039979,West Central Queens
11385,Queens County,2024-07-31,3203.117259632355,West Central Queens
11385,Queens County,2024-08-31,3199.751310133662,West Central Queens
11208,Kings County,2015-01-31,NA,East New York and New Lots
11208,Kings County,2015-02-28,NA,East New York and New Lots
11208,Kings County,2015-03-31,NA,East New York and New Lots
11208,Kings County,2015-04-30,NA,East New York and New Lots
11208,Kings County,2015-05-31,NA,East New York and New Lots
11208,Kings County,2015-06-30,NA,East New York and New Lots
11208,Kings County,2015-07-31,NA,East New York and New Lots
11208,Kings County,2015-08-31,NA,East New York and New Lots
11208,Kings County,2015-09-30,NA,East New York and New Lots
11208,Kings County,2015-10-31,NA,East New York and New Lots
11208,Kings County,2015-11-30,NA,East New York and New Lots
11208,Kings County,2015-12-31,NA,East New York and New Lots
11208,Kings County,2016-01-31,NA,East New York and New Lots
11208,Kings County,2016-02-29,NA,East New York and New Lots
11208,Kings County,2016-03-31,NA,East New York and New Lots
11208,Kings County,2016-04-30,NA,East New York and New Lots
11208,Kings County,2016-05-31,NA,East New York and New Lots
11208,Kings County,2016-06-30,NA,East New York and New Lots
11208,Kings County,2016-07-31,NA,East New York and New Lots
11208,Kings County,2016-08-31,NA,East New York and New Lots
11208,Kings County,2016-09-30,NA,East New York and New Lots
11208,Kings County,2016-10-31,NA,East New York and New Lots
11208,Kings County,2016-11-30,NA,East New York and New Lots
11208,Kings County,2016-12-31,NA,East New York and New Lots
11208,Kings County,2017-01-31,NA,East New York and New Lots
11208,Kings County,2017-02-28,NA,East New York and New Lots
11208,Kings County,2017-03-31,NA,East New York and New Lots
11208,Kings County,2017-04-30,NA,East New York and New Lots
11208,Kings County,2017-05-31,NA,East New York and New Lots
11208,Kings County,2017-06-30,NA,East New York and New Lots
11208,Kings County,2017-07-31,NA,East New York and New Lots
11208,Kings County,2017-08-31,NA,East New York and New Lots
11208,Kings County,2017-09-30,NA,East New York and New Lots
11208,Kings County,2017-10-31,NA,East New York and New Lots
11208,Kings County,2017-11-30,NA,East New York and New Lots
11208,Kings County,2017-12-31,NA,East New York and New Lots
11208,Kings County,2018-01-31,NA,East New York and New Lots
11208,Kings County,2018-02-28,NA,East New York and New Lots
11208,Kings County,2018-03-31,NA,East New York and New Lots
11208,Kings County,2018-04-30,NA,East New York and New Lots
11208,Kings County,2018-05-31,NA,East New York and New Lots
11208,Kings County,2018-06-30,NA,East New York and New Lots
11208,Kings County,2018-07-31,NA,East New York and New Lots
11208,Kings County,2018-08-31,NA,East New York and New Lots
11208,Kings County,2018-09-30,NA,East New York and New Lots
11208,Kings County,2018-10-31,NA,East New York and New Lots
11208,Kings County,2018-11-30,NA,East New York and New Lots
11208,Kings County,2018-12-31,NA,East New York and New Lots
11208,Kings County,2019-01-31,NA,East New York and New Lots
11208,Kings County,2019-02-28,NA,East New York and New Lots
11208,Kings County,2019-03-31,NA,East New York and New Lots
11208,Kings County,2019-04-30,NA,East New York and New Lots
11208,Kings County,2019-05-31,NA,East New York and New Lots
11208,Kings County,2019-06-30,NA,East New York and New Lots
11208,Kings County,2019-07-31,NA,East New York and New Lots
11208,Kings County,2019-08-31,NA,East New York and New Lots
11208,Kings County,2019-09-30,NA,East New York and New Lots
11208,Kings County,2019-10-31,NA,East New York and New Lots
11208,Kings County,2019-11-30,NA,East New York and New Lots
11208,Kings County,2019-12-31,NA,East New York and New Lots
11208,Kings County,2020-01-31,NA,East New York and New Lots
11208,Kings County,2020-02-29,NA,East New York and New Lots
11208,Kings County,2020-03-31,NA,East New York and New Lots
11208,Kings County,2020-04-30,NA,East New York and New Lots
11208,Kings County,2020-05-31,NA,East New York and New Lots
11208,Kings County,2020-06-30,NA,East New York and New Lots
11208,Kings County,2020-07-31,NA,East New York and New Lots
11208,Kings County,2020-08-31,NA,East New York and New Lots
11208,Kings County,2020-09-30,NA,East New York and New Lots
11208,Kings County,2020-10-31,NA,East New York and New Lots
11208,Kings County,2020-11-30,NA,East New York and New Lots
11208,Kings County,2020-12-31,NA,East New York and New Lots
11208,Kings County,2021-01-31,NA,East New York and New Lots
11208,Kings County,2021-02-28,NA,East New York and New Lots
11208,Kings County,2021-03-31,NA,East New York and New Lots
11208,Kings County,2021-04-30,NA,East New York and New Lots
11208,Kings County,2021-05-31,NA,East New York and New Lots
11208,Kings County,2021-06-30,NA,East New York and New Lots
11208,Kings County,2021-07-31,NA,East New York and New Lots
11208,Kings County,2021-08-31,NA,East New York and New Lots
11208,Kings County,2021-09-30,NA,East New York and New Lots
11208,Kings County,2021-10-31,NA,East New York and New Lots
11208,Kings County,2021-11-30,NA,East New York and New Lots
11208,Kings County,2021-12-31,NA,East New York and New Lots
11208,Kings County,2022-01-31,NA,East New York and New Lots
11208,Kings County,2022-02-28,NA,East New York and New Lots
11208,Kings County,2022-03-31,2432.633504783728,East New York and New Lots
11208,Kings County,2022-04-30,2468.666466273609,East New York and New Lots
11208,Kings County,2022-05-31,2553.098904949875,East New York and New Lots
11208,Kings County,2022-06-30,2571.973521532329,East New York and New Lots
11208,Kings County,2022-07-31,2541.7772803507232,East New York and New Lots
11208,Kings County,2022-08-31,2549.192174746237,East New York and New Lots
11208,Kings County,2022-09-30,2533.5714090775805,East New York and New Lots
11208,Kings County,2022-10-31,2596.307312909728,East New York and New Lots
11208,Kings County,2022-11-30,2624.749894216402,East New York and New Lots
11208,Kings County,2022-12-31,2660.759446673348,East New York and New Lots
11208,Kings County,2023-01-31,2683.8731014001683,East New York and New Lots
11208,Kings County,2023-02-28,2685.5599479608923,East New York and New Lots
11208,Kings County,2023-03-31,2657.591454531247,East New York and New Lots
11208,Kings County,2023-04-30,2672.800209105436,East New York and New Lots
11208,Kings County,2023-05-31,2699.050521993451,East New York and New Lots
11208,Kings County,2023-06-30,2825.5916666156472,East New York and New Lots
11208,Kings County,2023-07-31,2817.253191296166,East New York and New Lots
11208,Kings County,2023-08-31,2797.144901828177,East New York and New Lots
11208,Kings County,2023-09-30,2773.5783132710967,East New York and New Lots
11208,Kings County,2023-10-31,2815.384642781612,East New York and New Lots
11208,Kings County,2023-11-30,2934.593308514409,East New York and New Lots
11208,Kings County,2023-12-31,2977.2536045111888,East New York and New Lots
11208,Kings County,2024-01-31,3015.684140197943,East New York and New Lots
11208,Kings County,2024-02-29,2987.130433812551,East New York and New Lots
11208,Kings County,2024-03-31,2963.1054058364707,East New York and New Lots
11208,Kings County,2024-04-30,2895.4447371940805,East New York and New Lots
11208,Kings County,2024-05-31,2817.4057346126347,East New York and New Lots
11208,Kings County,2024-06-30,2858.7188831923077,East New York and New Lots
11208,Kings County,2024-07-31,2816.037255385404,East New York and New Lots
11208,Kings County,2024-08-31,2895.6666666666665,East New York and New Lots
11236,Kings County,2015-01-31,NA,Canarsie and Flatlands
11236,Kings County,2015-02-28,NA,Canarsie and Flatlands
11236,Kings County,2015-03-31,NA,Canarsie and Flatlands
11236,Kings County,2015-04-30,NA,Canarsie and Flatlands
11236,Kings County,2015-05-31,NA,Canarsie and Flatlands
11236,Kings County,2015-06-30,NA,Canarsie and Flatlands
11236,Kings County,2015-07-31,NA,Canarsie and Flatlands
11236,Kings County,2015-08-31,NA,Canarsie and Flatlands
11236,Kings County,2015-09-30,NA,Canarsie and Flatlands
11236,Kings County,2015-10-31,NA,Canarsie and Flatlands
11236,Kings County,2015-11-30,NA,Canarsie and Flatlands
11236,Kings County,2015-12-31,NA,Canarsie and Flatlands
11236,Kings County,2016-01-31,NA,Canarsie and Flatlands
11236,Kings County,2016-02-29,NA,Canarsie and Flatlands
11236,Kings County,2016-03-31,NA,Canarsie and Flatlands
11236,Kings County,2016-04-30,NA,Canarsie and Flatlands
11236,Kings County,2016-05-31,NA,Canarsie and Flatlands
11236,Kings County,2016-06-30,NA,Canarsie and Flatlands
11236,Kings County,2016-07-31,NA,Canarsie and Flatlands
11236,Kings County,2016-08-31,NA,Canarsie and Flatlands
11236,Kings County,2016-09-30,NA,Canarsie and Flatlands
11236,Kings County,2016-10-31,NA,Canarsie and Flatlands
11236,Kings County,2016-11-30,NA,Canarsie and Flatlands
11236,Kings County,2016-12-31,NA,Canarsie and Flatlands
11236,Kings County,2017-01-31,NA,Canarsie and Flatlands
11236,Kings County,2017-02-28,NA,Canarsie and Flatlands
11236,Kings County,2017-03-31,NA,Canarsie and Flatlands
11236,Kings County,2017-04-30,NA,Canarsie and Flatlands
11236,Kings County,2017-05-31,NA,Canarsie and Flatlands
11236,Kings County,2017-06-30,NA,Canarsie and Flatlands
11236,Kings County,2017-07-31,NA,Canarsie and Flatlands
11236,Kings County,2017-08-31,NA,Canarsie and Flatlands
11236,Kings County,2017-09-30,NA,Canarsie and Flatlands
11236,Kings County,2017-10-31,NA,Canarsie and Flatlands
11236,Kings County,2017-11-30,NA,Canarsie and Flatlands
11236,Kings County,2017-12-31,NA,Canarsie and Flatlands
11236,Kings County,2018-01-31,NA,Canarsie and Flatlands
11236,Kings County,2018-02-28,NA,Canarsie and Flatlands
11236,Kings County,2018-03-31,NA,Canarsie and Flatlands
11236,Kings County,2018-04-30,NA,Canarsie and Flatlands
11236,Kings County,2018-05-31,NA,Canarsie and Flatlands
11236,Kings County,2018-06-30,NA,Canarsie and Flatlands
11236,Kings County,2018-07-31,NA,Canarsie and Flatlands
11236,Kings County,2018-08-31,NA,Canarsie and Flatlands
11236,Kings County,2018-09-30,NA,Canarsie and Flatlands
11236,Kings County,2018-10-31,NA,Canarsie and Flatlands
11236,Kings County,2018-11-30,NA,Canarsie and Flatlands
11236,Kings County,2018-12-31,NA,Canarsie and Flatlands
11236,Kings County,2019-01-31,NA,Canarsie and Flatlands
11236,Kings County,2019-02-28,NA,Canarsie and Flatlands
11236,Kings County,2019-03-31,NA,Canarsie and Flatlands
11236,Kings County,2019-04-30,NA,Canarsie and Flatlands
11236,Kings County,2019-05-31,NA,Canarsie and Flatlands
11236,Kings County,2019-06-30,NA,Canarsie and Flatlands
11236,Kings County,2019-07-31,NA,Canarsie and Flatlands
11236,Kings County,2019-08-31,NA,Canarsie and Flatlands
11236,Kings County,2019-09-30,NA,Canarsie and Flatlands
11236,Kings County,2019-10-31,NA,Canarsie and Flatlands
11236,Kings County,2019-11-30,NA,Canarsie and Flatlands
11236,Kings County,2019-12-31,NA,Canarsie and Flatlands
11236,Kings County,2020-01-31,NA,Canarsie and Flatlands
11236,Kings County,2020-02-29,NA,Canarsie and Flatlands
11236,Kings County,2020-03-31,NA,Canarsie and Flatlands
11236,Kings County,2020-04-30,NA,Canarsie and Flatlands
11236,Kings County,2020-05-31,NA,Canarsie and Flatlands
11236,Kings County,2020-06-30,NA,Canarsie and Flatlands
11236,Kings County,2020-07-31,NA,Canarsie and Flatlands
11236,Kings County,2020-08-31,NA,Canarsie and Flatlands
11236,Kings County,2020-09-30,NA,Canarsie and Flatlands
11236,Kings County,2020-10-31,NA,Canarsie and Flatlands
11236,Kings County,2020-11-30,NA,Canarsie and Flatlands
11236,Kings County,2020-12-31,NA,Canarsie and Flatlands
11236,Kings County,2021-01-31,NA,Canarsie and Flatlands
11236,Kings County,2021-02-28,NA,Canarsie and Flatlands
11236,Kings County,2021-03-31,NA,Canarsie and Flatlands
11236,Kings County,2021-04-30,NA,Canarsie and Flatlands
11236,Kings County,2021-05-31,NA,Canarsie and Flatlands
11236,Kings County,2021-06-30,NA,Canarsie and Flatlands
11236,Kings County,2021-07-31,NA,Canarsie and Flatlands
11236,Kings County,2021-08-31,NA,Canarsie and Flatlands
11236,Kings County,2021-09-30,NA,Canarsie and Flatlands
11236,Kings County,2021-10-31,NA,Canarsie and Flatlands
11236,Kings County,2021-11-30,NA,Canarsie and Flatlands
11236,Kings County,2021-12-31,NA,Canarsie and Flatlands
11236,Kings County,2022-01-31,NA,Canarsie and Flatlands
11236,Kings County,2022-02-28,NA,Canarsie and Flatlands
11236,Kings County,2022-03-31,NA,Canarsie and Flatlands
11236,Kings County,2022-04-30,NA,Canarsie and Flatlands
11236,Kings County,2022-05-31,2328.868886556275,Canarsie and Flatlands
11236,Kings County,2022-06-30,2376.03174799678,Canarsie and Flatlands
11236,Kings County,2022-07-31,2347.3211187246725,Canarsie and Flatlands
11236,Kings County,2022-08-31,2400.155277338695,Canarsie and Flatlands
11236,Kings County,2022-09-30,2397.660345347954,Canarsie and Flatlands
11236,Kings County,2022-10-31,2524.3441088006375,Canarsie and Flatlands
11236,Kings County,2022-11-30,2502.4904647677895,Canarsie and Flatlands
11236,Kings County,2022-12-31,2582.494704574771,Canarsie and Flatlands
11236,Kings County,2023-01-31,2432.282099827029,Canarsie and Flatlands
11236,Kings County,2023-02-28,2429.336331532905,Canarsie and Flatlands
11236,Kings County,2023-03-31,2391.8203229345404,Canarsie and Flatlands
11236,Kings County,2023-04-30,2451.3145791309184,Canarsie and Flatlands
11236,Kings County,2023-05-31,2501.956801124768,Canarsie and Flatlands
11236,Kings County,2023-06-30,2598.721685824107,Canarsie and Flatlands
11236,Kings County,2023-07-31,2642.102192807142,Canarsie and Flatlands
11236,Kings County,2023-08-31,2672.396258302073,Canarsie and Flatlands
11236,Kings County,2023-09-30,2715.2556219781113,Canarsie and Flatlands
11236,Kings County,2023-10-31,2700.8848772353167,Canarsie and Flatlands
11236,Kings County,2023-11-30,2743.4577696393408,Canarsie and Flatlands
11236,Kings County,2023-12-31,2753.9495145513433,Canarsie and Flatlands
11236,Kings County,2024-01-31,2848.8105745498888,Canarsie and Flatlands
11236,Kings County,2024-02-29,2899.214691368635,Canarsie and Flatlands
11236,Kings County,2024-03-31,2977.1763173919494,Canarsie and Flatlands
11236,Kings County,2024-04-30,2935.3653710521953,Canarsie and Flatlands
11236,Kings County,2024-05-31,2959.4979208432833,Canarsie and Flatlands
11236,Kings County,2024-06-30,2847.2462264029677,Canarsie and Flatlands
11236,Kings County,2024-07-31,2862.954465002527,Canarsie and Flatlands
11236,Kings County,2024-08-31,2976.3888888888887,Canarsie and Flatlands
10467,Bronx County,2015-01-31,NA,Bronx Park and Fordham
10467,Bronx County,2015-02-28,NA,Bronx Park and Fordham
10467,Bronx County,2015-03-31,NA,Bronx Park and Fordham
10467,Bronx County,2015-04-30,NA,Bronx Park and Fordham
10467,Bronx County,2015-05-31,NA,Bronx Park and Fordham
10467,Bronx County,2015-06-30,NA,Bronx Park and Fordham
10467,Bronx County,2015-07-31,NA,Bronx Park and Fordham
10467,Bronx County,2015-08-31,NA,Bronx Park and Fordham
10467,Bronx County,2015-09-30,NA,Bronx Park and Fordham
10467,Bronx County,2015-10-31,NA,Bronx Park and Fordham
10467,Bronx County,2015-11-30,NA,Bronx Park and Fordham
10467,Bronx County,2015-12-31,NA,Bronx Park and Fordham
10467,Bronx County,2016-01-31,NA,Bronx Park and Fordham
10467,Bronx County,2016-02-29,NA,Bronx Park and Fordham
10467,Bronx County,2016-03-31,NA,Bronx Park and Fordham
10467,Bronx County,2016-04-30,NA,Bronx Park and Fordham
10467,Bronx County,2016-05-31,1349.678701916025,Bronx Park and Fordham
10467,Bronx County,2016-06-30,1327.6555522925346,Bronx Park and Fordham
10467,Bronx County,2016-07-31,1351.7375411025562,Bronx Park and Fordham
10467,Bronx County,2016-08-31,1313.0977840615392,Bronx Park and Fordham
10467,Bronx County,2016-09-30,1331.149866329475,Bronx Park and Fordham
10467,Bronx County,2016-10-31,1317.1929816562474,Bronx Park and Fordham
10467,Bronx County,2016-11-30,1307.5688264796088,Bronx Park and Fordham
10467,Bronx County,2016-12-31,1294.08736328573,Bronx Park and Fordham
10467,Bronx County,2017-01-31,1354.712685203499,Bronx Park and Fordham
10467,Bronx County,2017-02-28,1381.230118296436,Bronx Park and Fordham
